Product Name;Category;Price (€);Quantity Sold;Revenue Total;Transaction Date;Country ;Store-ID;Duplicate Col;Duplicate Col 
Product 8999;Drink;3281,08;;;07-08-2022;France;S-17;X;X
;Food;1823;40;1577,08;;Portugal;;X;X
Product 9001;Drink;1416;NaN;;21-06-2021;France;;X;X
Product 9002;;1241,66;;2,313.70;13/08/2018;Germany;S-20;X;X
Product 9003;Food;4684;98;1,724.75;14-04-2020;France;;X;X
Product 9004;Food;1848;71;;30-01-2022;France;;X;X
Product 9005;Drink;2903,16;;2,656.08;2019-03-17;Germany;S-9;X;X
Product 9006;Snack;;NaN;1112;22/10/2020;Germany;S-16;X;X
Product 9007;Food;1061;3;3,453.07;2021/02/12;;;X;X
Product 9008;;;75;4,209.76;18/07/2022;Portugal;S-23;X;X
Product 9009;Food;2492;NaN;2128,07;2021-05-30;Portugal;;X;X
Product 9010;;4,614.66;97;342,38;11-10-2022;;S-22;X;X
Product 9011;Snack;1,160.43;NaN;2697,22;18-01-2021;Portugal;;X;X
Product 9012;Drink;2,440.79;46;4,442.84;2021/02/02;Portugal;;X;X
Product 9013;Snack;2882,79;NaN;;29/02/2024;Germany;S-30;X;X
Product 9014;Drink;;64;1062,26;01-05-2024;Portugal;S-24;X;X
;Food;176.83;;4671,80;2018/06/28;France;;X;X
Product 9016;Snack;3,471.40;88;3,148.28;08/09/2023;France;;X;X
Product 9017;Snack;;75;436;05/04/2019;;;X;X
Product 9018;Snack;3,604.36;5;;2018-09-28;;;X;X
Product 9019;Food;;;1,750.84;2024-02-15;;;X;X
Product 9020;Food;4448,96;NaN;4748,75;;Portugal;;X;X
Product 9021;Drink;918.71;NaN;300,91;2021/05/06;France;;X;X
Product 9022;;;27;2214;11-05-2018;France;S-23;X;X
Product 9023;Snack;1872;NaN;1662,92;05-03-2019;Germany;S-35;X;X
Product 9024;;;;3627,07;29-06-2024;;;X;X
Product 9025;Snack;520,92;19;172,16;2020/10/15;Portugal;S-31;X;X
Product 9026;;;NaN;;2021-02-24;Portugal;;X;X
Product 9027;Drink;118,78;NaN;583,74;2022-07-29;Portugal;;X;X
Product 9028;Food;4780,93;NaN;2553;21/11/2023;France;S-24;X;X
Product 9029;;863,22;NaN;3138,89;25-06-2021;France;;X;X
;Food;1,036.03;49;4858,31;16/08/2024;Portugal;S-40;X;X
Product 9031;Snack;1264,26;;4185;02/08/2019;;S-12;X;X
Product 9032;Snack;;;116;25/07/2023;;;X;X
Product 9033;;4470,23;;536.39;2018-03-26;Germany;;X;X
Product 9034;;1911,96;NaN;3627;02/01/2023;Portugal;;X;X
Product 9035;Drink;2,756.17;NaN;297,99;14/01/2020;;S-13;X;X
Product 9036;;3,429.34;89;567.66;2024-07-24;France;;X;X
Product 9037;Snack;2940,83;NaN;;2023/09/29;Portugal;S-31;X;X
Product 9038;Snack;3,703.16;NaN;3886;21/11/2021;;;X;X
Product 9039;Snack;;;299.85;26-10-2019;Portugal;;X;X
Product 9040;Food;3,915.98;27;1976,40;;;;X;X
Product 9041;;562;NaN;975,59;27-07-2023;;S-34;X;X
Product 9042;;;;2,945.13;2023-04-25;Germany;;X;X
Product 9043;Snack;425.20;NaN;;2021/12/31;Portugal;;X;X
Product 9044;Food;4598,22;NaN;3082,37;25/07/2018;Germany;;X;X
;Food;4,329.46;;1,421.25;2023-03-20;France;S-40;X;X
Product 9046;Drink;4,422.30;;2464,26;2024-01-02;Portugal;;X;X
Product 9047;Food;;68;3001,59;05-09-2024;;;X;X
Product 9048;Drink;3,742.99;68;1379,29;2019/08/09;Germany;;X;X
Product 9049;Food;2270,15;NaN;1514;21-04-2023;Germany;;X;X
Product 9050;Snack;1577;;1907,19;2022/07/30;Germany;S-4;X;X
Product 9051;;;NaN;3938;2024-08-13;;;X;X
Product 9052;Drink;3,946.43;66;3759,26;18/10/2021;;;X;X
Product 9053;;310.70;;210;31-12-2020;Germany;;X;X
Product 9054;Food;753,63;67;2777;27-12-2021;Germany;;X;X
Product 9055;Drink;4,799.93;NaN;2,697.24;2020/10/27;Germany;;X;X
Product 9056;;2106,94;NaN;1696,55;2021-09-02;Portugal;;X;X
Product 9057;;4507;NaN;;2018-08-13;;S-31;X;X
Product 9058;Food;;;1,678.43;2021/12/31;Portugal;S-46;X;X
Product 9059;Snack;1828;NaN;4,802.68;2021/10/24;;;X;X
;;686;NaN;;;Portugal;;X;X
Product 9061;;2455,35;;3070,55;2021/11/28;;;X;X
Product 9062;;;NaN;1,769.81;01-10-2021;France;;X;X
Product 9063;Food;4092,37;NaN;3413;12/07/2019;Portugal;;X;X
Product 9064;Food;3233;;2382,37;2019-12-19;Germany;;X;X
Product 9065;Drink;2199;;4025,41;2023-02-09;;;X;X
Product 9066;Food;4584;;4,468.61;2021-01-31;;S-40;X;X
Product 9067;;;NaN;;01-03-2019;France;;X;X
Product 9068;;;NaN;;19/11/2020;;;X;X
Product 9069;Drink;;;4650;13-11-2021;France;S-35;X;X
Product 9070;;2474;;4217;02-11-2018;;;X;X
Product 9071;Snack;70,47;1;2637;08-11-2018;Germany;;X;X
Product 9072;Food;4052;;2529,97;02/03/2018;Germany;S-36;X;X
Product 9073;Snack;;NaN;501;24-09-2024;France;;X;X
Product 9074;Snack;2340,51;NaN;;03-01-2020;Portugal;S-50;X;X
;;4970,04;;424,32;2019-07-26;Germany;;X;X
Product 9076;Drink;;;;2019/07/02;Portugal;;X;X
Product 9077;;4,767.48;43;;2022/01/10;;S-42;X;X
Product 9078;Food;2,728.78;NaN;;27-03-2021;Germany;;X;X
Product 9079;Snack;1994,43;NaN;;20-06-2024;;S-7;X;X
Product 9080;;3,977.83;17;;;Portugal;;X;X
Product 9081;Food;2,563.25;;517,07;06-12-2019;Portugal;;X;X
Product 9082;Drink;4467,90;85;1425,30;2018/12/26;France;;X;X
Product 9083;;;;;2019/08/07;;S-23;X;X
Product 9084;Drink;;NaN;1033;17/06/2021;Portugal;;X;X
Product 9085;Drink;134;;;2020-11-11;Germany;;X;X
Product 9086;Snack;;37;2644,66;2023/01/27;France;;X;X
Product 9087;Food;;75;;20/07/2023;;;X;X
Product 9088;;;;2681,81;2020-06-03;Germany;;X;X
Product 9089;Food;;NaN;;26-03-2024;Portugal;;X;X
;Snack;2713,74;;;02/10/2018;Portugal;S-43;X;X
Product 9091;;3974,49;64;3024,69;2022/08/15;;;X;X
Product 9092;;;79;4107;31-01-2021;;;X;X
Product 9093;Drink;;6;;2021/11/27;Germany;S-3;X;X
Product 9094;Food;4847;NaN;1636,34;15-01-2019;Germany;;X;X
Product 9095;Drink;3,179.89;;3732;05-06-2020;Germany;;X;X
Product 9096;Food;2,331.06;NaN;4824,33;04/07/2019;Portugal;;X;X
Product 9097;;4,487.83;62;1292;10/03/2021;Portugal;;X;X
Product 9098;Snack;3804;82;1184;11/08/2020;France;S-18;X;X
Product 9099;Snack;667;;1,403.54;08/04/2020;;;X;X
Product 9100;Drink;1191;NaN;1,999.43;;Portugal;;X;X
Product 9101;Food;3361;NaN;2,070.31;28-09-2021;;;X;X
Product 9102;Drink;;NaN;2984;2021/10/29;Portugal;;X;X
Product 9103;Food;3959,02;1;478,87;04-11-2022;;;X;X
Product 9104;Snack;2884,00;9;3,572.89;22-03-2020;Germany;;X;X
;;4885;8;2,671.31;26/07/2022;Portugal;;X;X
Product 9106;Food;;;943;01-12-2023;Portugal;S-15;X;X
Product 9107;Snack;13,82;63;4746;25/01/2021;Portugal;S-12;X;X
Product 9108;;;NaN;4,579.95;2021/07/13;Portugal;;X;X
Product 9109;;2429,49;84;2,869.15;24-03-2020;Portugal;;X;X
Product 9110;Drink;1835,10;;;2020/10/02;Portugal;;X;X
Product 9111;Snack;2397,69;NaN;;2024-05-16;France;S-49;X;X
Product 9112;Drink;3622,66;33;445;2023-12-20;France;S-30;X;X
Product 9113;Food;2356;56;;2021-12-03;;;X;X
Product 9114;Food;291.08;;;2023/08/18;Portugal;;X;X
Product 9115;;1124;NaN;116,64;2024/08/09;France;;X;X
Product 9116;Snack;;;1025,14;05-07-2023;Germany;;X;X
Product 9117;Snack;2,265.06;62;;19/04/2022;;;X;X
Product 9118;Drink;3240;;2507,79;03/06/2023;France;S-11;X;X
Product 9119;Drink;2061,42;NaN;;05-02-2024;Portugal;S-9;X;X
;Snack;1637,62;;;;France;S-6;X;X
Product 9121;;457,95;;3,329.69;2019/06/20;France;;X;X
Product 9122;;;;2,858.12;05-03-2024;Germany;S-19;X;X
Product 9123;;254,98;47;292,17;2020/02/20;;;X;X
Product 9124;Drink;2481;NaN;;09/08/2024;France;;X;X
Product 9125;;140.39;NaN;4,758.70;2020-01-14;Portugal;;X;X
Product 9126;Snack;59,10;32;4095;01/08/2022;Germany;;X;X
Product 9127;;742;88;243,22;08-07-2020;France;;X;X
Product 9128;Food;2,826.73;NaN;3030,52;12/01/2022;Germany;;X;X
Product 9129;Drink;3,430.39;1;4,280.95;2022-07-22;Portugal;S-34;X;X
Product 9130;Food;3,516.65;;3166,98;27/12/2020;Portugal;;X;X
Product 9131;Drink;163,86;NaN;2928;05-12-2019;Germany;;X;X
Product 9132;Snack;4,948.79;68;;2024/09/29;Germany;;X;X
Product 9133;Snack;;23;3333,27;11-06-2020;Portugal;;X;X
Product 9134;Food;;43;1671,39;26/09/2022;France;;X;X
;Drink;;73;2081,39;2021-04-07;Portugal;;X;X
Product 9136;;3372;;4,681.08;2024-11-05;;S-12;X;X
Product 9137;Drink;;38;4072;2024/10/07;Germany;;X;X
Product 9138;;;;;24/04/2019;;S-13;X;X
Product 9139;Snack;3740;NaN;988;2019/10/30;Portugal;S-27;X;X
Product 9140;Food;4,157.08;;127,78;;France;;X;X
Product 9141;;;27;1315,44;20-03-2021;Portugal;;X;X
Product 9142;Snack;3315;;2,907.52;26/03/2018;Germany;;X;X
Product 9143;Food;3,344.75;;4998,72;17/11/2020;Portugal;;X;X
Product 9144;;280,78;NaN;2051,55;25/12/2018;Portugal;;X;X
Product 9145;Drink;2022,32;85;2,479.09;2022/06/28;France;S-35;X;X
Product 9146;;1,746.11;;;01/10/2024;France;;X;X
Product 9147;Food;2204,04;63;;15/03/2024;France;;X;X
Product 9148;Food;4705;28;3806,16;31-12-2018;France;S-25;X;X
Product 9149;Drink;464.58;;2841,08;2020/10/25;;S-16;X;X
;Drink;1,191.78;;1,643.22;2020/12/20;Portugal;S-47;X;X
Product 9151;;;;4,049.37;13-09-2023;France;;X;X
Product 9152;Drink;;15;3800,68;01/06/2023;France;;X;X
Product 9153;;;49;3,376.07;04/06/2024;Portugal;S-24;X;X
Product 9154;Drink;1896,60;51;;2019-02-02;Portugal;S-9;X;X
Product 9155;Snack;;;1411,10;2019-07-27;Germany;;X;X
Product 9156;Drink;3835,61;83;1291;04-06-2024;;;X;X
Product 9157;Drink;4187;;3704;02-10-2018;;;X;X
Product 9158;Food;1717,53;NaN;228.81;2020-02-07;Portugal;;X;X
Product 9159;Snack;;80;;2018-09-02;France;;X;X
Product 9160;Snack;1505,89;;4851;;;S-37;X;X
Product 9161;Food;3999;NaN;;25/02/2018;France;;X;X
Product 9162;Snack;;16;601;20/09/2024;Portugal;;X;X
Product 9163;Snack;2581,06;;4564;2023-03-28;Portugal;;X;X
Product 9164;Food;1375,16;NaN;;15/01/2024;Germany;;X;X
;;2,577.54;NaN;495,45;2019-06-30;;S-32;X;X
Product 9166;;4780;;53;2024/07/04;;S-6;X;X
Product 9167;;2,516.58;NaN;2,773.70;16-12-2020;Portugal;;X;X
Product 9168;;1416,21;NaN;4,455.47;2023/07/06;;S-29;X;X
Product 9169;Snack;;NaN;2,180.95;30-03-2018;Portugal;;X;X
Product 9170;Snack;1277;NaN;4132,62;2022-02-09;;S-25;X;X
Product 9171;;;;715.40;05-01-2021;France;;X;X
Product 9172;Snack;1045;NaN;3587,38;20/10/2018;;S-20;X;X
Product 9173;Food;1,869.43;;4,551.69;2019/05/29;;;X;X
Product 9174;Drink;;;2,022.64;2023-07-11;France;;X;X
Product 9175;;3683,19;NaN;;2021-02-21;Portugal;S-40;X;X
Product 9176;;485,86;NaN;3426;16-11-2018;Germany;;X;X
Product 9177;Snack;452,65;NaN;;21/07/2023;Germany;;X;X
Product 9178;Drink;4555;;;2022/10/18;;S-10;X;X
Product 9179;Drink;4003,40;;;2021-10-27;;S-33;X;X
;;4810;NaN;;;Germany;;X;X
Product 9181;;;3;703,44;09-06-2022;;;X;X
Product 9182;Snack;4485;94;;2022-11-07;Germany;;X;X
Product 9183;;2,982.27;NaN;;12-06-2021;Portugal;;X;X
Product 9184;Snack;381;NaN;1223;2019-03-27;France;S-44;X;X
Product 9185;Food;;NaN;;05-02-2023;;S-25;X;X
Product 9186;Food;588.92;NaN;4013;08-04-2022;Portugal;S-45;X;X
Product 9187;Food;;;2,947.20;18/07/2024;Germany;;X;X
Product 9188;Food;3,616.07;78;4,258.01;2018-11-27;;S-34;X;X
Product 9189;Food;3254,17;NaN;597;02/05/2018;Portugal;S-34;X;X
Product 9190;;4387,92;NaN;541,95;29-10-2024;;;X;X
Product 9191;Food;4,423.75;NaN;4382,78;2020/02/23;Portugal;;X;X
Product 9192;;;NaN;4,032.42;24-09-2019;France;;X;X
Product 9193;Food;1323;NaN;391.65;10-06-2020;Germany;;X;X
Product 9194;;;NaN;;2023/05/23;;;X;X
;Food;3,313.49;NaN;354,67;28/01/2019;Portugal;;X;X
Product 9196;Snack;43;;2,955.10;2018/07/07;;;X;X
Product 9197;;1,482.53;41;;2022-01-06;;;X;X
Product 9198;Drink;;28;2126,46;07-12-2020;Portugal;S-12;X;X
Product 9199;Drink;4606,94;69;;2020/11/02;France;;X;X
Product 9200;;3,591.31;;1802,49;;;S-40;X;X
Product 9201;;4841;28;2,629.12;2019/07/16;;;X;X
Product 9202;Food;2352;34;;18/02/2020;;S-32;X;X
Product 9203;Drink;3044;;;17/12/2022;Germany;;X;X
Product 9204;;;NaN;;2024-07-20;Germany;;X;X
Product 9205;Food;24.60;23;386;27-02-2018;Germany;;X;X
Product 9206;Snack;;60;1706,54;18/05/2019;;;X;X
Product 9207;;;1;4460;2022/09/08;France;;X;X
Product 9208;;3605;;2,704.20;2024-07-04;;;X;X
Product 9209;;3,410.96;;;20-08-2018;;;X;X
;Food;;;4,783.32;06/03/2019;France;;X;X
Product 9211;Snack;392.61;;;2021/09/22;;S-8;X;X
Product 9212;Drink;2495,18;45;1330,20;29-11-2020;Germany;S-26;X;X
Product 9213;Snack;4043;NaN;3,920.57;2024/07/01;Portugal;;X;X
Product 9214;Snack;4,003.05;;1348;19-02-2021;Portugal;;X;X
Product 9215;Snack;;92;1534;2019-04-07;;;X;X
Product 9216;Snack;;55;307;20/04/2023;;;X;X
Product 9217;;;68;3438;2020/09/17;France;;X;X
Product 9218;Drink;4703;44;2967,92;2024/10/24;Portugal;S-8;X;X
Product 9219;Food;1465;;;2021-08-07;Portugal;S-42;X;X
Product 9220;;;NaN;;;;;X;X
Product 9221;Food;3792,46;26;;29-07-2018;France;S-39;X;X
Product 9222;Food;1178,00;;1,889.54;2019/11/09;France;;X;X
Product 9223;Food;577.73;65;1567,24;2020/11/09;France;;X;X
Product 9224;Drink;3,610.22;;4213,65;2023-02-06;Germany;S-7;X;X
;Snack;2079,74;;2,694.83;15-11-2019;Portugal;;X;X
Product 9226;Snack;;NaN;807,60;09/04/2024;France;;X;X
Product 9227;Snack;;32;2,338.44;17/08/2024;Germany;S-34;X;X
Product 9228;Drink;1664,36;70;;2019/04/08;;;X;X
Product 9229;;4,939.36;;1644;10-02-2023;France;S-21;X;X
Product 9230;Drink;1,255.84;NaN;1166,68;16/06/2019;;;X;X
Product 9231;;2579,66;82;527.73;23/10/2023;France;;X;X
Product 9232;Drink;554;NaN;4,821.04;24/02/2021;Portugal;S-46;X;X
Product 9233;;4207;NaN;;2024-04-01;;S-26;X;X
Product 9234;Food;;NaN;3,240.85;2020-03-21;France;S-12;X;X
Product 9235;;;11;;2018/06/29;;;X;X
Product 9236;Drink;3593;;2,037.40;2022-10-13;France;S-38;X;X
Product 9237;;2035,62;65;;2022/12/23;France;;X;X
Product 9238;Drink;;;;01/06/2024;Portugal;;X;X
Product 9239;;;90;218.15;2022/09/08;Portugal;;X;X
;Snack;680.52;;;;;;X;X
Product 9241;Drink;3,506.15;NaN;658;20/05/2024;France;S-29;X;X
Product 9242;;4339,06;;986,58;06-10-2023;;S-41;X;X
Product 9243;Drink;;62;;2023/09/27;;;X;X
Product 9244;Food;;12;531.10;13/04/2024;Germany;;X;X
Product 9245;Drink;1676;;3860;2024-02-18;France;;X;X
Product 9246;Food;2592;NaN;;23-10-2023;Germany;S-28;X;X
Product 9247;;4839,00;NaN;584,69;20-04-2022;Germany;;X;X
Product 9248;Snack;1,893.84;14;2012;07-09-2019;France;;X;X
Product 9249;Drink;;NaN;;2019/04/05;Germany;S-15;X;X
Product 9250;Snack;3178;NaN;;2018-04-12;;;X;X
Product 9251;Drink;1206,36;;1830;27-06-2021;Germany;S-6;X;X
Product 9252;Food;;55;162.51;2020/10/17;Portugal;S-10;X;X
Product 9253;Food;4,801.11;48;3181,68;2024-01-19;;S-18;X;X
Product 9254;Food;;;3,222.68;2024-02-22;Germany;S-43;X;X
;;;;4127;30-01-2022;Portugal;;X;X
Product 9256;Food;3,178.70;62;;2024-08-19;;;X;X
Product 9257;Drink;;;967;19/11/2022;France;;X;X
Product 9258;Food;4361;15;;02/09/2020;;;X;X
Product 9259;Food;2091,85;;4,880.25;17/02/2024;France;S-1;X;X
Product 9260;;3999,00;98;4,117.05;;Portugal;S-46;X;X
Product 9261;Food;650,29;NaN;;2023-11-20;Germany;S-40;X;X
Product 9262;Drink;1048,53;NaN;2162;31-10-2018;;S-16;X;X
Product 9263;;2,457.71;;373;2019/12/05;;;X;X
Product 9264;Snack;;;2,370.98;2020-05-05;Germany;S-7;X;X
Product 9265;Drink;2697,93;;606.04;2019-01-26;France;S-15;X;X
Product 9266;Drink;;;4789,10;2023-09-03;;S-41;X;X
Product 9267;Drink;387;61;3477,39;09-03-2020;France;;X;X
Product 9268;Snack;1733;NaN;;2021-10-05;France;;X;X
Product 9269;Drink;;;2,627.36;2020-04-14;Germany;;X;X
;Drink;;NaN;4013,38;08-05-2022;;S-14;X;X
Product 9271;;1630;43;844.10;2022/07/15;France;;X;X
Product 9272;Snack;399,52;;;31-10-2021;France;;X;X
Product 9273;Food;826.24;38;2,428.70;2021-10-23;Germany;;X;X
Product 9274;Snack;1692,94;44;893,54;2024/03/20;;S-26;X;X
Product 9275;Food;;;2476,65;27/06/2019;Germany;;X;X
Product 9276;Drink;2163,96;;3850,56;2023-11-24;Germany;;X;X
Product 9277;Food;4556;NaN;1076;2021-06-10;France;;X;X
Product 9278;Food;4170;NaN;138.56;27-02-2018;;S-23;X;X
Product 9279;Food;1950;;;15-07-2022;France;;X;X
Product 9280;;878.02;;2596;;France;;X;X
Product 9281;Food;4967;97;4095;18/09/2020;France;;X;X
Product 9282;Food;2245,04;NaN;;2019/06/18;Portugal;S-12;X;X
Product 9283;Drink;1641,69;48;;2024-02-03;France;S-6;X;X
Product 9284;Snack;1,212.69;NaN;2378;2022-11-22;Portugal;S-13;X;X
;Snack;4,198.68;50;1,481.87;11/06/2019;Germany;;X;X
Product 9286;Drink;;NaN;846;28-04-2020;Portugal;;X;X
Product 9287;Food;455.85;NaN;1658,75;2023/07/10;Portugal;S-17;X;X
Product 9288;Food;1,048.04;84;4753;2021-12-17;Germany;;X;X
Product 9289;;4,589.82;;4761;2022/01/26;Portugal;;X;X
Product 9290;Snack;;95;;2024/08/12;France;S-2;X;X
Product 9291;Drink;2614;;;14/11/2019;Germany;;X;X
Product 9292;;;NaN;;2019/06/23;;;X;X
Product 9293;Food;;NaN;3434,63;06-06-2024;France;;X;X
Product 9294;;2,725.70;NaN;1,302.71;2023/03/11;Germany;;X;X
Product 9295;Food;2137;83;4498,46;18/10/2019;Portugal;S-31;X;X
Product 9296;;930.76;;2390,78;2018/02/16;Germany;;X;X
Product 9297;Food;;83;;2023/09/01;Germany;S-28;X;X
Product 9298;;4,907.79;NaN;4908;01/05/2024;France;;X;X
Product 9299;Food;;99;1,358.44;07-07-2023;;S-49;X;X
;Drink;2,244.18;NaN;3,230.98;;Germany;;X;X
Product 9301;;;NaN;2,912.83;2021-11-29;Portugal;;X;X
Product 9302;;4849,75;NaN;4,700.51;2020-08-08;France;;X;X
Product 9303;Snack;2,033.50;95;1360,44;22/08/2024;Germany;;X;X
Product 9304;;4119;19;4515;10/06/2023;France;;X;X
Product 9305;Drink;3188;NaN;837;15-09-2019;;S-18;X;X
Product 9306;Drink;4066;;4843;2019-11-13;Portugal;;X;X
Product 9307;Snack;2401;63;;2021-05-09;France;S-20;X;X
Product 9308;Food;4,453.54;NaN;4,749.75;16/01/2020;France;;X;X
Product 9309;Drink;964.39;;;2022-11-24;Portugal;S-44;X;X
Product 9310;Food;;NaN;1159,76;2024-01-19;France;;X;X
Product 9311;Food;2498,53;;1914,34;27-03-2021;;S-15;X;X
Product 9312;Snack;279;NaN;;2020/10/08;Portugal;S-26;X;X
Product 9313;Snack;1064;NaN;3,959.32;2021-09-13;France;S-24;X;X
Product 9314;;;NaN;1,349.81;11-06-2022;;;X;X
;Food;1,091.62;NaN;;2022/10/08;France;;X;X
Product 9316;Drink;3,879.75;30;;2021-03-06;;;X;X
Product 9317;Snack;3,727.32;NaN;3467;2023-06-01;France;S-38;X;X
Product 9318;Food;851;;990.18;17-09-2020;France;;X;X
Product 9319;Drink;;;;2018/04/19;Germany;S-36;X;X
Product 9320;Food;4613,90;NaN;3506;;France;;X;X
Product 9321;Food;1,560.86;NaN;3036,17;2023-04-09;Germany;;X;X
Product 9322;Drink;3943,30;100;1812;09/05/2019;Portugal;S-16;X;X
Product 9323;Drink;3,816.51;56;4706;11-11-2019;France;;X;X
Product 9324;Snack;1655;NaN;2563;15/11/2019;Portugal;S-15;X;X
Product 9325;Food;;NaN;2087;29-07-2021;Portugal;S-32;X;X
Product 9326;Drink;2,606.04;;3413,19;13/08/2022;Germany;;X;X
Product 9327;Food;;NaN;333,70;28-08-2021;Germany;S-17;X;X
Product 9328;Snack;;;4205;06/04/2024;Portugal;;X;X
Product 9329;Drink;3246;51;2006,76;2020-01-30;France;S-16;X;X
;Drink;;85;;2022/04/04;Germany;;X;X
Product 9331;Food;2383,38;NaN;;2021/02/27;France;S-45;X;X
Product 9332;Drink;;69;3009;2022/05/27;;;X;X
Product 9333;Snack;3188;45;2452,05;23/08/2021;France;S-42;X;X
Product 9334;Snack;;NaN;;2018-08-03;France;;X;X
Product 9335;;;;1226,75;11/03/2020;Portugal;;X;X
Product 9336;Drink;4207;;;2019-12-03;Portugal;S-19;X;X
Product 9337;Food;1900,57;73;840;05-02-2022;Germany;;X;X
Product 9338;Snack;1485;53;183.09;13-04-2020;Portugal;S-26;X;X
Product 9339;Snack;2574;;684,38;2019/03/10;Portugal;;X;X
Product 9340;;;68;1998;;Portugal;S-28;X;X
Product 9341;;2,497.31;NaN;230;15/06/2018;Portugal;S-43;X;X
Product 9342;;1,036.15;;1948;12-05-2018;;S-32;X;X
Product 9343;;3118,00;NaN;4950,89;03/04/2019;;;X;X
Product 9344;Drink;4,824.21;97;;23-05-2023;Germany;;X;X
;Snack;1417;;1,736.08;2023-07-26;;;X;X
Product 9346;Drink;;;4102,72;2018-12-28;Germany;;X;X
Product 9347;Drink;;;3491,74;07-02-2019;Portugal;S-27;X;X
Product 9348;Snack;;NaN;360;04-11-2020;Portugal;;X;X
Product 9349;;4,455.84;;1810;24/06/2018;Germany;;X;X
Product 9350;Food;3386;50;2,960.32;12/01/2024;Portugal;S-40;X;X
Product 9351;Snack;4700;NaN;1627,82;03/04/2019;France;;X;X
Product 9352;Drink;;NaN;1,442.60;28/12/2022;Portugal;;X;X
Product 9353;Drink;;38;;2022/05/23;;S-25;X;X
Product 9354;;2062;NaN;119;2023/03/03;Portugal;S-50;X;X
Product 9355;;1031,64;;;28/01/2022;Portugal;;X;X
Product 9356;;643,87;;2,987.38;03/11/2024;Portugal;;X;X
Product 9357;;1,126.94;NaN;3,309.41;03-01-2020;;S-30;X;X
Product 9358;Snack;2879,60;82;4,203.64;01-11-2022;Portugal;S-33;X;X
Product 9359;Snack;3,469.05;;2,971.02;01/09/2020;;;X;X
;Food;;68;4117,77;;France;S-22;X;X
Product 9361;;;;3668,78;13/06/2018;France;;X;X
Product 9362;;718.90;;;21/12/2019;France;S-49;X;X
Product 9363;Drink;;NaN;1389,87;2018/01/02;Germany;S-29;X;X
Product 9364;Snack;2748,62;NaN;;2024/01/25;Germany;;X;X
Product 9365;Snack;1602,34;NaN;1,260.13;2019-01-04;Germany;;X;X
Product 9366;Food;190,95;43;1933;26-11-2018;;;X;X
Product 9367;;4733;NaN;1,059.86;29-04-2018;;S-25;X;X
Product 9368;Drink;4,093.05;NaN;;2019-06-13;Germany;;X;X
Product 9369;Food;2,285.17;NaN;207.37;2022/11/13;;;X;X
Product 9370;Snack;;NaN;;2024/11/02;;S-37;X;X
Product 9371;;;;4830;2019-12-23;;S-20;X;X
Product 9372;Snack;;NaN;1,367.19;04-08-2019;Germany;;X;X
Product 9373;Snack;354;;;2023-11-12;Portugal;;X;X
Product 9374;;4630;;861.18;22/09/2023;;;X;X
;Food;3040;62;;2020/02/07;France;;X;X
Product 9376;Food;2313;29;;2019/12/20;Germany;S-23;X;X
Product 9377;Drink;;;746.18;2021/06/01;Germany;;X;X
Product 9378;Snack;1703;67;3,208.36;2020-04-13;;;X;X
Product 9379;;3058;NaN;1,523.44;09/08/2023;Portugal;;X;X
Product 9380;Drink;4881,31;NaN;;;Germany;;X;X
Product 9381;Snack;4455;;219.99;15/10/2022;Germany;S-20;X;X
Product 9382;Drink;4,482.75;52;901.12;2018/11/29;Germany;S-40;X;X
Product 9383;Food;;35;3292;24-09-2021;France;;X;X
Product 9384;Drink;670,02;33;;2023-06-23;;;X;X
Product 9385;Snack;2215;;3252;03/07/2024;Germany;;X;X
Product 9386;Snack;2569;;2638;2018-02-13;Portugal;;X;X
Product 9387;Drink;4,487.85;;3408,92;2020/01/14;;;X;X
Product 9388;Snack;3,121.33;;4,099.38;2023/08/12;;;X;X
Product 9389;Food;3,448.39;92;126,64;2021-06-06;;S-1;X;X
;Food;3695;99;3654,20;2022-12-18;Germany;S-30;X;X
Product 9391;Snack;717,06;;3,591.64;2021/12/13;Germany;;X;X
Product 9392;Food;4,712.02;;1,444.90;22/05/2021;Germany;;X;X
Product 9393;Snack;3874,21;;1,399.85;28-07-2024;Portugal;S-1;X;X
Product 9394;Drink;1971;98;2,997.80;2018-09-28;Portugal;S-4;X;X
Product 9395;;481,40;NaN;;27/06/2023;;;X;X
Product 9396;Snack;3,051.29;23;1,852.51;2018/10/03;Portugal;;X;X
Product 9397;Drink;462;;2,563.76;27/09/2019;France;S-19;X;X
Product 9398;Food;2457;;744.77;04/11/2020;Portugal;;X;X
Product 9399;;1598,35;14;2943;29/06/2023;Germany;S-7;X;X
Product 9400;Snack;4019,16;NaN;3089,09;;Portugal;;X;X
Product 9401;Drink;3,947.46;85;4,088.23;2022/08/16;France;;X;X
Product 9402;Drink;;NaN;;2019-02-09;France;;X;X
Product 9403;Food;3825;;2213;03/03/2020;France;S-15;X;X
Product 9404;Snack;2316,15;NaN;4152;2018/03/01;Portugal;S-9;X;X
;Food;2,564.45;59;4697;2023/11/14;France;S-15;X;X
Product 9406;;1500,93;NaN;1348;25-05-2020;;S-41;X;X
Product 9407;;942;42;1420;2020/12/09;;S-50;X;X
Product 9408;Snack;3,416.01;81;;2023-10-12;;;X;X
Product 9409;Snack;861,51;;;10/12/2020;France;;X;X
Product 9410;Drink;3928;NaN;734.14;05-03-2023;Germany;S-10;X;X
